ID;date;species;simp_species;simp_confidence_index;confidence_index;success;manual_check
HC8001;20150913;Pippip;Pippip;1;0.922;1;Pippip
HB502;20150913;Barbar;Barbar;1;0.924;1;Barbar
HC20010;20151005;Pippip;Pippip;1;0.924;1;Pippip
HB5004;20150924;Pippip;Pippip;1;0.924;1;Pippip
HB255;20151001;Barbar;Barbar;1;0.926;1;Barbar
HB5004;20150924;Barbar;Barbar;1;0.928;1;Barbar
HC252;20150924;Pippip;Pippip;1;0.928;1;Pippip
HB505;20150924;Myonat;Myosp;1;0.93;1;Myosp
HC20010;20151005;Pippip;Pippip;1;0.932;1;Pippip
HB6006;20151001;Barbar;Barbar;1;0.934;1;Barbar
HC3002;20150913;Pippip;Pippip;1;0.934;1;Pippip
EC3003;20150926;Myonat;Myosp;1;0.936;1;Myosp
HC10009;20151005;Barbar;Barbar;1;0.938;1;Barbar
HB505;20150923;Barbar;Barbar;1;0.938;1;Barbar
HB9007;20151009;Myonat;Myosp;1;0.938;1;Myosp
HC8008;20151004;Barbar;Barbar;1;0.94;1;Barbar
HC8002;20150918;Barbar;Barbar;1;0.94;1;Barbar
EA252;20150923;Myonat;Myosp;1;0.94;1;Myosp
HC252;20150925;Barbar;Barbar;1;0.942;1;Barbar
HC8008;20151005;Barbar;Barbar;1;0.944;1;Barbar
